COD_MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,MUNICIPIO,RENDA_FAMILIAR_SM_MEDIA,CLUSTER
1505908,PA,344,436.33168604651166,469.20232558139537,480.2273255813954,465.0313953488372,526.6279069767442,475.48412790697677,PORTO DE MOZ,1.12375249500998,0
1506005,PA,343,424.032361516035,438.66093294460643,457.6481049562682,445.466472303207,509.09620991253644,454.98081632653054,PRAINHA,0.6807432432432432,0
1506138,PA,2428,446.5502883031302,470.42487644151566,491.7884266886326,478.0264827018122,538.1136738056014,484.9807495881384,REDENÇÃO,1.4557264957264957,0
1506187,PA,960,437.5882291666667,470.98062500000003,486.0866666666667,475.37989583333336,544.1458333333334,482.83625,RONDON DO PARÁ,1.3147109577221743,0
1506195,PA,270,444.08407407407407,467.27962962962965,484.5111111111111,479.22222222222223,537.5555555555555,482.53051851851853,RURÓPOLIS,1.0590062111801242,0
1506203,PA,1279,448.79100860046907,482.8414386239249,491.29179046129786,471.2620797498045,555.2775605942143,489.8927756059422,SALINÓPOLIS,0.9628995433789954,0
1506302,PA,968,436.52345041322315,465.5220041322314,477.64256198347107,454.8518595041322,545.4132231404959,475.99061983471074,SALVATERRA,0.7535545023696683,0
1506500,PA,1866,457.89212218649516,488.4799035369775,498.04078242229366,481.6351018220793,597.470525187567,504.7036870310825,SANTA IZABEL DO PARÁ,1.1712920837124658,1
1506708,PA,375,435.1533333333333,461.00826666666666,478.0765333333334,458.3546666666667,506.24,467.76656,SANTANA DO ARAGUAIA,1.5094424460431655,0
1506807,PA,11926,458.8102381351669,493.20986919335905,504.09295656548716,488.5658393426128,594.997484487674,507.93527754486,SANTARÉM,1.3542467786547931,1
1507201,PA,393,434.318320610687,461.89363867684483,472.6038167938931,460.63231552162847,523.8676844783715,470.66315521628496,SÃO DOMINGOS DO CAPIM,1.0681818181818181,0
1507300,PA,557,435.94290843806107,464.94506283662474,481.45439856373423,465.4858168761221,515.439856373429,472.65360861759416,SÃO FÉLIX DO XINGU,1.4838917525773196,0
